Corundum,Fluorite,Zincite
0.050028445512896154,0.07286132363314708,0.8771102308539567
0.2093817144294267,0.7892952630594067,0.0013230225111667629
0.4471001224408607,0.1518310685271392,0.4010688090320001
0.7837401836201479,0.06990063981356258,0.14635917656628958
0.26151829340725474,0.24360137831407477,0.4948803282786706
0.05758119298480923,0.162735503421896,0.7796833035932949
0.5403438799314144,0.19730707206908882,0.2623490479994967
0.508580817534245,0.4093887831104918,0.08203039935526302
0.5827354935713198,0.014041807341878584,0.4032226990868016
0.23469311690298728,0.22265603865394948,0.5426508444430632
0.033390622029531115,0.9015056772237736,0.06510370074669507
0.0954732322991465,0.09215051568226519,0.8123762520185883
0.023973454095485906,0.03712601657507241,0.9389005293294416
0.8412293879209083,0.040299822564606194,0.11847078951448543
0.2737686753220378,0.15165714626975355,0.5745741784082087
0.5699066396966678,0.32973467753831986,0.1003586827650123
0.02291717203972259,0.9349896689746212,0.04209315898565631
0.2155425360472985,0.75597401646999,0.028483447482711588
0.2776742092226545,0.5711518504789957,0.15117394029834968
0.0768705379190016,0.8396850717078963,0.08344439037310201
0.1979682027449669,0.15332981186286868,0.6487019853921644
0.6905925898190685,0.0803159325482399,0.22909147763269158
0.0040361009866299235,0.5960622701680902,0.3999016288452799
0.5402208156030026,0.41548747136525777,0.044291713031739594
0.2229593948952274,0.3360195994847132,0.44102100562005947
0.37145241869850826,0.5857406427351058,0.04280693856638595
0.581089945749022,0.37034455430422436,0.04856549994675373
0.18642144952012882,0.3967154687821662,0.4168630816977051
0.22663794460859088,0.6336811390452164,0.13968091634619273
0.017705637152481007,0.03284486526572706,0.9494494975817919
0.2510239417781091,0.4927389849151586,0.25623707330673234
0.3634115548581937,0.24074087061097732,0.395847574530829
0.055811646078130744,0.47505419932497006,0.46913415459689917
0.1945471359971598,0.5335289877234546,0.2719238762793856
0.19056591039205065,0.01975089076432675,0.7896831988436225
0.35732043426020904,0.516757310185714,0.12592225555407685
0.3174134613948131,0.23397694738212008,0.4486095912230668
0.7187500526591054,0.010513331312668682,0.27073661602822585
0.27081886397135607,0.6676457197932054,0.061535416235438366
0.7861413573990881,0.05583500317273862,0.15802363942817327
0.4355421956092672,0.03558696350798508,0.5288708408827478
0.7015933361716337,0.13363237521400192,0.1647742886143643
0.1972355211516446,0.5632053234749889,0.23955915537336647
0.6957959716630072,0.067120996610114,0.23708303172687878
0.11065054682314482,0.08699803820790852,0.8023514149689468
0.032572340138043,0.46133382773901355,0.5060938321229436
0.10149536326076411,0.8338434533121284,0.06466118342710749
0.39063000403069015,0.05926712142909405,0.5501028745402158
0.1756900991675592,0.7431062191602374,0.08120368167220335
0.4181727086924528,0.13105899165203058,0.45076829965551646
0.5634562402725382,0.42962006432816713,0.006923695399294711
0.5464325000243585,0.05429852009082038,0.3992689798848211
0.28429979262976224,0.35107821893136276,0.3646219884388751
0.14297463507550992,0.19951628882587488,0.6575090760986151
0.6240555893049754,0.18447697467744623,0.19146743601757826
0.5374227680289958,0.2126687317049584,0.24990850026604575
0.14633696453800174,0.3980463463739616,0.4556166890880366
0.6905074587628,0.11142744117798048,0.19806510005921973
0.7480283611688919,0.21035754997297337,0.04161408885813469
0.511068561708483,0.20445576898114942,0.2844756693103677
0.383316426448713,0.3842093454378664,0.23247422811342047
0.17887741068131155,0.10219729615103786,0.7189252931676505
0.29468041421367797,0.1810825561904125,0.5242370295959096
0.19718868378091955,0.17764840349255528,0.6251629127265252
0.3809052382217552,0.010778757581464756,0.60831600419678
0.14900358013583218,0.7894601059494264,0.06153631391474139
0.9827130303844246,0.01040126878293934,0.006885700832636103
0.11728231176226232,0.6160251580011116,0.26669253023662615
0.1121922480565923,0.837323358469365,0.05048439347404264
0.19251921083401496,0.37145468152908734,0.43602610763689775
0.09939493566240064,0.3841779265189079,0.5164271378186914
0.37198272924327247,0.3095934355711733,0.3184238351855542
0.2714005555011578,0.15218075174999637,0.5764186927488458
0.39880682654928307,0.10169599470361435,0.49949717874710253
0.1414568488554965,0.8135839347644338,0.04495921638006962
0.1187991141460175,0.85864915355846,0.022551732295522535
0.4299589625530793,0.41052417929772084,0.1595168581491998
0.23065932471400505,0.5732242591073781,0.19611641617861708
0.028706909653631728,0.37219960067468416,0.5990934896716842
0.3880176304504171,0.49542831257683206,0.1165540569727509
0.014900400173269676,0.9369859624485557,0.04811363737817462
0.013324633100310413,0.8858655198666957,0.10080984703299391
0.7618943517139704,0.013145040987329423,0.2249606072987002
0.34280158716553977,0.2109497201001742,0.44624869273428597
0.12010689133912163,0.023636931801382873,0.8562561768594954
0.07582239653661177,0.7055087376949374,0.2186688657684508
0.5075435430369499,0.34045412209299475,0.15200233487005532
0.31518045025816593,0.36170063242862016,0.3231189173132138
0.10859142069601667,0.2385289053930306,0.6528796739109527
0.02438616681968591,0.0693860084198399,0.9062278247604743
0.5163171295167192,0.3615083515307862,0.12217451895249469
0.54402142363627,0.2472160923315212,0.20876248403220876
0.06833155845214955,0.5081521162353719,0.4235163253124784
0.8568994338591126,0.022844229490259056,0.1202563366506283
0.08093149092113257,0.827221942070358,0.0918465670085094
0.431483140851773,0.34610875822345855,0.22240810092476854
0.4406438286603586,0.5151706655642864,0.044185505775355
0.559688212559678,0.2441874321805434,0.19612435525977867
0.7112082233652336,0.03311794774797086,0.25567382888679546
0.045130752594881786,0.4139501351816564,0.5409191122234618
0.4575963560442074,0.5020221533056536,0.04038149065013902
0.2332861011951601,0.6761676092803491,0.09054628952449066
0.24991391842632812,0.1675914507054391,0.5824946308682328
0.7596906835225788,0.21016648910360408,0.030142827373817085
0.5728157996699611,0.18893369353314446,0.2382505067968945
0.17158078104699717,0.15377384479499392,0.674645374158009
0.4696873655994422,0.45361737643023103,0.07669525797032681
0.02326565082770911,0.060084892178340725,0.9166494569939502
0.2861115291099353,0.20660779505048885,0.507280675839576
0.14806310240289489,0.39649459447453056,0.45544230312257455
0.42679376344631936,0.28016119486057106,0.2930450416931095
0.007754820983293803,0.7875201523408883,0.20472502667581785
0.3384557052590249,0.3053607981837595,0.3561834965572155
0.11055986736809935,0.83585903033988,0.0535811022920207
0.12043008159289477,0.4136146368906032,0.4659552815165022
0.26779122894288016,0.18157275611466706,0.5506360149424528
0.6027730099459381,0.30066465187911406,0.09656233817494775
0.3521297126831518,0.5510510121325259,0.09681927518432235
0.33659921017149513,0.42396077732162346,0.23944001250688146
0.4697706881052177,0.3704812576297584,0.159748054265024
0.6712092153844619,0.09772778106759625,0.23106300354794193
0.1402928611033973,0.5330849911706695,0.32662214772593323
0.0839098328229876,0.05352984233484267,0.8625603248421698
0.10533416308942978,0.8299424798940584,0.06472335701651165
0.010539204434166794,0.053507673046845804,0.9359531225189874
0.6192313535966726,0.03980308894253103,0.3409655574607965
0.07198017776265332,0.47534205086730547,0.4526777713700411
0.04919709145240005,0.13762924736561066,0.8131736611819892
0.03222685289547318,0.841367451133998,0.1264056959705287
0.2506002780208869,0.44061610120370864,0.3087836207754045
0.6549023968575719,0.050407572928973764,0.2946900302134543
0.4858464824745497,0.4483422741933273,0.06581124333212293
0.2253502248154636,0.43129894307915895,0.3433508321053773
0.23897828647888508,0.1510996982413043,0.6099220152798106
